left_id,right_id,left_name,right_name,left_department,right_department,left_city,right_city,confidence,decision,reason,match_summary,pan_component,gstin_component,name_component,address_component,pincode_component,phonetic_component,behavioural_boost_component
ele_25,sho_25,Ganesh Bakery 25 Enterprises,Shri Ganesh Bakery 25,electricity,shops,Bengaluru,Bengaluru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=3,PAN=0.35 GSTIN=0.3 NAME=0.15 ADDR=0.0444 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.3,0.15,0.0444,0.05,0.05,0.3
ele_26,fac_26,Sri Metro Retail 26 Enterprises,Metro Retail 26 LLP,electricity,factories,Mysuru,Mysuru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=4,PAN=0.35 GSTIN=0.3 NAME=0.15 ADDR=0.1 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.3,0.15,0.1,0.05,0.05,0.3
ele_26,pol_26,Sri Metro Retail 26 Enterprises,M/s Metro Retail 26 Enterprises,electricity,pollution,Mysuru,Mysuru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=4,PAN=0.35 GSTIN=0.3 NAME=0.1225 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1225,0.1,0.05,0.0,0.3
ele_26,sho_26,Sri Metro Retail 26 Enterprises,M/s Metro Retail 26 Retails,electricity,shops,Mysuru,Mysuru,0.862,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=4,PAN=0.0 GSTIN=0.3 NAME=0.112 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.0,0.3,0.112,0.1,0.05,0.0,0.3
ele_27,fac_27,Chamundi Fabrication 27 Fabrications,Chamundi Fabrictaion 27 Enterprises,electricity,factories,Hubballi,Hubballi,0.5323,SEPARATE,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.0 GSTIN=0.3 NAME=0.1379 ADDR=0.0444 PIN=0.05 PH=0.0 BOOST=0.0,0.0,0.3,0.1379,0.0444,0.05,0.0,0.0
ele_27,pol_27,Chamundi Fabrication 27 Fabrications,Shri Chmaundi Fabrication 27 Pvt Ltd,electricity,pollution,Hubballi,Hubballi,0.8838,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=3,PAN=0.0 GSTIN=0.3 NAME=0.1338 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.0,0.3,0.1338,0.1,0.05,0.0,0.3
ele_27,sho_27,Chamundi Fabrication 27 Fabrications,Sri Chamundi Fabrication 27 Traders,electricity,shops,Hubballi,Hubballi,0.8892,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=3,PAN=0.0 GSTIN=0.3 NAME=0.1392 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.0,0.3,0.1392,0.1,0.05,0.0,0.3
ele_28,pol_28,M/s Shree Durga Lodging 28 Lodgings,Shri Shree Durga Lodging 28 Pvt Ltd,electricity,pollution,Mangaluru,Mangaluru,0.8587,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=3,PAN=0.0 GSTIN=0.3 NAME=0.1087 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.0,0.3,0.1087,0.1,0.05,0.0,0.3
ele_28,sho_28,M/s Shree Durga Lodging 28 Lodgings,Sri Shree Durga Lodging 28 LLP,electricity,shops,Mangaluru,Mangaluru,0.5087,SEPARATE,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.0 GSTIN=0.3 NAME=0.1087 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.0,0.0,0.3,0.1087,0.05,0.05,0.0,0.0
ele_29,fac_29,M/s Ganesh Restaurant 29 Restaurants,Ganesh Restaurant 29 Pvt Ltd,electricity,factories,Belagavi,Belagavi,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=4,PAN=0.35 GSTIN=0.3 NAME=0.1053 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1053,0.05,0.05,0.0,0.3
ele_29,pol_29,M/s Ganesh Restaurant 29 Restaurants,M/s Ganesh Restaurant 29 Enterprises,electricity,pollution,Belagavi,Hubballi,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=4,PAN=0.35 GSTIN=0.3 NAME=0.14 ADDR=0.0333 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.14,0.0333,0.05,0.0,0.3
ele_29,sho_29,M/s Ganesh Restaurant 29 Restaurants,Shri Ganes hRestaurant 29 Pvt Ltd,electricity,shops,Belagavi,Belagavi,0.7928,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=4,PAN=0.0 GSTIN=0.3 NAME=0.1053 ADDR=0.0375 PIN=0.05 PH=0.0 BOOST=0.3,0.0,0.3,0.1053,0.0375,0.05,0.0,0.3
ele_2_dup,fac_2,Sri Karnataka Fabricatoin 2,Sri Karnataka Fabrication 2 Fabrications,electricity,factories,Hubballi,Hubballi,0.8129,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=3,PAN=0.0 GSTIN=0.3 NAME=0.1379 ADDR=0.025 PIN=0.05 PH=0.0 BOOST=0.3,0.0,0.3,0.1379,0.025,0.05,0.0,0.3
ele_2_dup,pol_2,Sri Karnataka Fabricatoin 2,M/s Karnataka Fabrication 2 Pvt Ltd,electricity,pollution,Hubballi,Hubballi,0.8209,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=3,PAN=0.0 GSTIN=0.3 NAME=0.1209 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.3,0.0,0.3,0.1209,0.05,0.05,0.0,0.3
ele_2_dup,sho_2,Sri Karnataka Fabricatoin 2,Shri Karnataka Fabrication 2 LLP,electricity,shops,Hubballi,Hubballi,0.8487,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=4,PAN=0.0 GSTIN=0.3 NAME=0.1487 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.3,0.0,0.3,0.1487,0.05,0.05,0.0,0.3
ele_3,ele_3_dup,Sri Navarasa Lodging 3 Pvt Ltd,Sri Navarsaa Lodging 3 Pvt Ltd,electricity,electricity,Mangaluru,Mangaluru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=4,PAN=0.35 GSTIN=0.3 NAME=0.1483 ADDR=0.025 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.3,0.1483,0.025,0.05,0.05,0.3
ele_3,fac_3,Sri Navarasa Lodging 3 Pvt Ltd,M/s Navarasa Lodging 3 Enterprises,electricity,factories,Mangaluru,Mangaluru,0.859,REVIEW,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.35 GSTIN=0.3 NAME=0.1215 ADDR=0.0375 PIN=0.05 PH=0.0 BOOST=0.0,0.35,0.3,0.1215,0.0375,0.05,0.0,0.0
ele_3,pol_3,Sri Navarasa Lodging 3 Pvt Ltd,Shri Navarasa Lodging 3 LLP,electricity,pollution,Mangaluru,Mangaluru,0.9,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=3,PAN=0.0 GSTIN=0.3 NAME=0.15 ADDR=0.05 PIN=0.05 PH=0.05 BOOST=0.3,0.0,0.3,0.15,0.05,0.05,0.05,0.3
ele_3,pol_3_dup,Sri Navarasa Lodging 3 Pvt Ltd,Shri Navraasa Lodging 3 LLP,electricity,pollution,Mangaluru,Mangaluru,0.9481,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=3,PAN=0.0 GSTIN=0.3 NAME=0.1481 ADDR=0.1 PIN=0.05 PH=0.05 BOOST=0.3,0.0,0.3,0.1481,0.1,0.05,0.05,0.3
ele_3,sho_3,Sri Navarasa Lodging 3 Pvt Ltd,Navarasa Lodging 3,electricity,shops,Mangaluru,Mangaluru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=4,PAN=0.35 GSTIN=0.3 NAME=0.15 ADDR=0.0375 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.3,0.15,0.0375,0.05,0.05,0.3
ele_30,fac_30,M/s Srinidhi Bakery 30 LLP,Sri Srinidhi Bakery 30 Pvt Ltd,electricity,factories,Bengaluru,Bengaluru,0.8687,REVIEW,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.35 GSTIN=0.3 NAME=0.1187 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.0,0.35,0.3,0.1187,0.05,0.05,0.0,0.0
ele_30,pol_30,M/s Srinidhi Bakery 30 LLP,Shri Srinidhi Bakery 30 Bakerys,electricity,pollution,Bengaluru,Bengaluru,0.606,SEPARATE,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.35 GSTIN=0.0 NAME=0.106 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.0,0.35,0.0,0.106,0.1,0.05,0.0,0.0
ele_30,sho_30,M/s Srinidhi Bakery 30 LLP,Shri Srinidhi Bakery 30,electricity,shops,Bengaluru,Bengaluru,0.9187,REVIEW,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.35 GSTIN=0.3 NAME=0.1187 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.0,0.35,0.3,0.1187,0.1,0.05,0.0,0.0
ele_31,fac_31,Mysore Retail 31 Traders,Shri Mysore Retail 31 LLP,electricity,factories,Mysuru,Mysuru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=3,PAN=0.35 GSTIN=0.3 NAME=0.15 ADDR=0.05 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.3,0.15,0.05,0.05,0.05,0.3
ele_31,pol_31,Mysore Retail 31 Traders,M/s Mysore Retail 31 LLP,electricity,pollution,Mysuru,Mysuru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=3,PAN=0.35 GSTIN=0.3 NAME=0.1241 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1241,0.1,0.05,0.0,0.3
ele_31,sho_31,Mysore Retail 31 Traders,Shri Mysore Retail 3 1Enterprises,electricity,shops,Mysuru,Mysuru,0.9371,REVIEW,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.35 GSTIN=0.3 NAME=0.1371 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.0,0.35,0.3,0.1371,0.1,0.05,0.0,0.0
ele_32,fac_32,M/s Royal Fabrication 32 Fabrications,Royal Fabrication 32 Pvt Ltd,electricity,factories,Hubballi,Hubballi,0.8545,REVIEW,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.35 GSTIN=0.3 NAME=0.1045 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.0,0.35,0.3,0.1045,0.05,0.05,0.0,0.0
ele_32,pol_32,M/s Royal Fabrication 32 Fabrications,Sri Royal Fabrication 32 LLP,electricity,pollution,Hubballi,Hubballi,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=3,PAN=0.35 GSTIN=0.3 NAME=0.1045 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1045,0.05,0.05,0.0,0.3
ele_32,sho_32,M/s Royal Fabrication 32 Fabrications,Royal Fabrication 32 Traders,electricity,shops,Hubballi,Hubballi,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=3,PAN=0.35 GSTIN=0.3 NAME=0.1045 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1045,0.05,0.05,0.0,0.3
ele_33,fac_33,Shri Ganesh Lodging 33,Shri Ganesh Lodging 33 Pvt Ltd,electricity,factories,Mangaluru,Mangaluru,0.5944,SEPARATE,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.0 GSTIN=0.3 NAME=0.15 ADDR=0.0444 PIN=0.05 PH=0.05 BOOST=0.0,0.0,0.3,0.15,0.0444,0.05,0.05,0.0
ele_33,pol_33,Shri Ganesh Lodging 33,ShriG anesh Lodging 33 Lodgings,electricity,pollution,Mangaluru,Mangaluru,0.4943,SEPARATE,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.0 GSTIN=0.3 NAME=0.1068 ADDR=0.0375 PIN=0.05 PH=0.0 BOOST=0.0,0.0,0.3,0.1068,0.0375,0.05,0.0,0.0
ele_33,sho_33,Shri Ganesh Lodging 33,Sri Ganesh Lodging 33 Traders,electricity,shops,Mangaluru,Mangaluru,0.5875,SEPARATE,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.0 GSTIN=0.3 NAME=0.15 ADDR=0.0375 PIN=0.05 PH=0.05 BOOST=0.0,0.0,0.3,0.15,0.0375,0.05,0.05,0.0
ele_34,fac_34,M/s Sri Sai Restaurant 34,Sri Sai Restaurant 34 Traders,electricity,factories,Belagavi,Belagavi,0.8199,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=5,PAN=0.0 GSTIN=0.3 NAME=0.1199 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.3,0.0,0.3,0.1199,0.05,0.05,0.0,0.3
ele_34,pol_34,M/s Sri Sai Restaurant 34,Sri Sai Restaurant 34 Restaurants,electricity,pollution,Belagavi,Belagavi,0.8543,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=5,PAN=0.0 GSTIN=0.3 NAME=0.1043 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.0,0.3,0.1043,0.1,0.05,0.0,0.3
ele_34,sho_34,M/s Sri Sai Restaurant 34,Shri Sri Sai Restaurant 34 Traders,electricity,shops,Belagavi,Belagavi,0.8143,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=4,PAN=0.0 GSTIN=0.3 NAME=0.1199 ADDR=0.0444 PIN=0.05 PH=0.0 BOOST=0.3,0.0,0.3,0.1199,0.0444,0.05,0.0,0.3
ele_34,sho_34_dup,M/s Sri Sai Restaurant 34,Shri Sri Sai Restaurant 34 Traders,electricity,shops,Belagavi,Belagavi,0.8143,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=4,PAN=0.0 GSTIN=0.3 NAME=0.1199 ADDR=0.0444 PIN=0.05 PH=0.0 BOOST=0.3,0.0,0.3,0.1199,0.0444,0.05,0.0,0.3
ele_35,fac_35,Kaveri Bakery 35 LLP,Sri Kaveri Bakery 35,electricity,factories,Bengaluru,Bengaluru,0.7,REVIEW,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.35 GSTIN=0.0 NAME=0.15 ADDR=0.1 PIN=0.05 PH=0.05 BOOST=0.0,0.35,0.0,0.15,0.1,0.05,0.05,0.0
ele_35,pol_35,Kaveri Bakery 35 LLP,Kaveri Baker y35 Pvt Ltd,electricity,pollution,Bengaluru,Bengaluru,0.6981,SEPARATE,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.35 GSTIN=0.0 NAME=0.1481 ADDR=0.1 PIN=0.05 PH=0.05 BOOST=0.0,0.35,0.0,0.1481,0.1,0.05,0.05,0.0
ele_36,fac_36,Sri Nandi Retail 36 Enterprises,Nandi Retail 63 Traders,electricity,factories,Mysuru,Mysuru,0.6424,SEPARATE,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.35 GSTIN=0.0 NAME=0.148 ADDR=0.0444 PIN=0.05 PH=0.05 BOOST=0.0,0.35,0.0,0.148,0.0444,0.05,0.05,0.0
ele_36,pol_36,Sri Nandi Retail 36 Enterprises,NandiR etail 36 LLP,electricity,pollution,Mysuru,Mysuru,0.8924,REVIEW,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.35 GSTIN=0.3 NAME=0.148 ADDR=0.0444 PIN=0.05 PH=0.0 BOOST=0.0,0.35,0.3,0.148,0.0444,0.05,0.0,0.0
ele_36,sho_36,Sri Nandi Retail 36 Enterprises,Sri Nandi Retail 36 LLP,electricity,shops,Mysuru,Mysuru,0.9444,REVIEW,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.35 GSTIN=0.3 NAME=0.15 ADDR=0.0444 PIN=0.05 PH=0.05 BOOST=0.0,0.35,0.3,0.15,0.0444,0.05,0.05,0.0
ele_37,fac_37,Shri Kaveri Fbarication 37,Shri Kaveri Fabrication 37 Traders,electricity,factories,Hubballi,Hubballi,0.893,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=4,PAN=0.0 GSTIN=0.3 NAME=0.1486 ADDR=0.0444 PIN=0.05 PH=0.05 BOOST=0.3,0.0,0.3,0.1486,0.0444,0.05,0.05,0.3
ele_37,pol_37,Shri Kaveri Fbarication 37,Shri Kaveri Fabrication 37 Fabrications,electricity,pollution,Hubballi,Hubballi,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=3,PAN=0.35 GSTIN=0.3 NAME=0.1371 ADDR=0.0375 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1371,0.0375,0.05,0.0,0.3
ele_37,sho_37,Shri Kaveri Fbarication 37,Kaveri Fabrication 37 Pvt Ltd,electricity,shops,Hubballi,Hubballi,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=4,PAN=0.35 GSTIN=0.3 NAME=0.1486 ADDR=0.1 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.3,0.1486,0.1,0.05,0.05,0.3
ele_37,sho_37_dup,Shri Kaveri Fbarication 37,Kaveri Fabricatoin 37 Pvt Ltd,electricity,shops,Hubballi,Hubballi,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=4,PAN=0.35 GSTIN=0.3 NAME=0.1471 ADDR=0.0375 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1471,0.0375,0.05,0.0,0.3
ele_38,fac_38,Sri Sampoorna Lodging 38 Lodgings,Sri Sampoorna Lodging 38 Lodgings,electricity,factories,Mangaluru,Mangaluru,0.95,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=3,PAN=0.0 GSTIN=0.3 NAME=0.15 ADDR=0.1 PIN=0.05 PH=0.05 BOOST=0.3,0.0,0.3,0.15,0.1,0.05,0.05,0.3
ele_38,pol_38,Sri Sampoorna Lodging 38 Lodgings,Shri Sampoorna Lodging 38,electricity,pollution,Mangaluru,Mangaluru,0.8907,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=3,PAN=0.0 GSTIN=0.3 NAME=0.1407 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.0,0.3,0.1407,0.1,0.05,0.0,0.3
ele_38,sho_38,Sri Sampoorna Lodging 38 Lodgings,Sri Sampoorna Lodging 38 LLP,electricity,shops,Mangaluru,Mangaluru,0.8907,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=3,PAN=0.0 GSTIN=0.3 NAME=0.1407 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.0,0.3,0.1407,0.1,0.05,0.0,0.3
ele_39,ele_39_dup,Shri MandyaR estaurant 39 Pvt Ltd,Shr iMandyaR estaurant 39 Pvt Ltd,electricity,electricity,Belagavi,Belagavi,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=5,PAN=0.35 GSTIN=0.3 NAME=0.1175 ADDR=0.0375 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1175,0.0375,0.05,0.0,0.3
ele_39,fac_39,Shri MandyaR estaurant 39 Pvt Ltd,Mandya Restaurant 39 Traders,electricity,factories,Belagavi,Belagavi,0.8985,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=4,PAN=0.0 GSTIN=0.3 NAME=0.1485 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.0,0.3,0.1485,0.1,0.05,0.0,0.3
ele_39,pol_39,Shri MandyaR estaurant 39 Pvt Ltd,Sri Mandya Restaurant 39 Traders,electricity,pollution,Belagavi,Belagavi,0.9485,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=3,PAN=0.35 GSTIN=0.0 NAME=0.1485 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.0,0.1485,0.1,0.05,0.0,0.3
ele_39,sho_39,Shri MandyaR estaurant 39 Pvt Ltd,Shri Mandya Restauratn 39 LLP,electricity,shops,Belagavi,Belagavi,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=4,PAN=0.35 GSTIN=0.3 NAME=0.147 ADDR=0.0375 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.147,0.0375,0.05,0.0,0.3
ele_39_dup,fac_39,Shr iMandyaR estaurant 39 Pvt Ltd,Mandya Restaurant 39 Traders,electricity,factories,Belagavi,Belagavi,0.805,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=4,PAN=0.0 GSTIN=0.3 NAME=0.1175 ADDR=0.0375 PIN=0.05 PH=0.0 BOOST=0.3,0.0,0.3,0.1175,0.0375,0.05,0.0,0.3
ele_39_dup,pol_39,Shr iMandyaR estaurant 39 Pvt Ltd,Sri Mandya Restaurant 39 Traders,electricity,pollution,Belagavi,Belagavi,0.855,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=3,PAN=0.35 GSTIN=0.0 NAME=0.1175 ADDR=0.0375 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.0,0.1175,0.0375,0.05,0.0,0.3
ele_39_dup,sho_39,Shr iMandyaR estaurant 39 Pvt Ltd,Shri Mandya Restauratn 39 LLP,electricity,shops,Belagavi,Belagavi,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=4,PAN=0.35 GSTIN=0.3 NAME=0.12 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.12,0.1,0.05,0.0,0.3
ele_3_dup,fac_3,Sri Navarsaa Lodging 3 Pvt Ltd,M/s Navarasa Lodging 3 Enterprises,electricity,factories,Mangaluru,Mangaluru,0.859,REVIEW,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.35 GSTIN=0.3 NAME=0.1215 ADDR=0.0375 PIN=0.05 PH=0.0 BOOST=0.0,0.35,0.3,0.1215,0.0375,0.05,0.0,0.0
ele_3_dup,pol_3,Sri Navarsaa Lodging 3 Pvt Ltd,Shri Navarasa Lodging 3 LLP,electricity,pollution,Mangaluru,Mangaluru,0.8983,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=3,PAN=0.0 GSTIN=0.3 NAME=0.1483 ADDR=0.05 PIN=0.05 PH=0.05 BOOST=0.3,0.0,0.3,0.1483,0.05,0.05,0.05,0.3
ele_3_dup,pol_3_dup,Sri Navarsaa Lodging 3 Pvt Ltd,Shri Navraasa Lodging 3 LLP,electricity,pollution,Mangaluru,Mangaluru,0.8711,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=3,PAN=0.0 GSTIN=0.3 NAME=0.1461 ADDR=0.025 PIN=0.05 PH=0.05 BOOST=0.3,0.0,0.3,0.1461,0.025,0.05,0.05,0.3
ele_3_dup,sho_3,Sri Navarsaa Lodging 3 Pvt Ltd,Navarasa Lodging 3,electricity,shops,Mangaluru,Mangaluru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=4,PAN=0.35 GSTIN=0.3 NAME=0.1483 ADDR=0.0375 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.3,0.1483,0.0375,0.05,0.05,0.3
ele_4,fac_4,Shri Basaveshwara Restaurant 4 Traders,Basaveshwara Restaurant4 ,electricity,factories,Belagavi,Belagavi,0.9488,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=4,PAN=0.35 GSTIN=0.0 NAME=0.1488 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.0,0.1488,0.1,0.05,0.0,0.3
ele_4,pol_4,Shri Basaveshwara Restaurant 4 Traders,M/s Basaveshwara Restaurant 4 Pvt Ltd,electricity,pollution,Belagavi,Belagavi,0.9211,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=4,PAN=0.35 GSTIN=0.0 NAME=0.1211 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.0,0.1211,0.1,0.05,0.0,0.3
ele_4,sho_4,Shri Basaveshwara Restaurant 4 Traders,M/s Basaveshwara Restaurant 4 Traders,electricity,shops,Belagavi,Belagavi,0.8711,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=3,PAN=0.35 GSTIN=0.0 NAME=0.1211 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.0,0.1211,0.05,0.05,0.0,0.3
ele_40,fac_40,Sri Kaveri Bakery 40 Bakerys,M/s Kaveri Baekry 40 LLP,electricity,factories,Bengaluru,Bengaluru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-4_days_cycles=5,PAN=0.35 GSTIN=0.3 NAME=0.1044 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.1044,0.05,0.05,0.0,0.3
ele_40,pol_40,Sri Kaveri Bakery 40 Bakerys,M/s Kaveri Bakery 40,electricity,pollution,Bengaluru,Bengaluru,0.8544,REVIEW,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=3,PAN=0.35 GSTIN=0.0 NAME=0.1044 ADDR=0.05 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.0,0.1044,0.05,0.05,0.0,0.3
ele_40,sho_40,Sri Kaveri Bakery 40 Bakerys,Shri Kaveri Bakery 40 Traders,electricity,shops,Bengaluru,Bengaluru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=-2_days_cycles=4,PAN=0.35 GSTIN=0.3 NAME=0.14 ADDR=0.1 PIN=0.05 PH=0.0 BOOST=0.3,0.35,0.3,0.14,0.1,0.05,0.0,0.3
ele_41,fac_41,Aditya Retail 41 Pvt Ltd,Sri Aditya Retail 41,electricity,factories,Mysuru,Mysuru,1.0,AUTO_LINK,weighted_fellegi_sunter|no_lag_boost_inconsistent_pattern,PAN=0.35 GSTIN=0.3 NAME=0.15 ADDR=0.1 PIN=0.05 PH=0.05 BOOST=0.0,0.35,0.3,0.15,0.1,0.05,0.05,0.0
ele_41,pol_41,Aditya Retail 41 Pvt Ltd,Aditya Retail 41 Pvt Ltd,electricity,pollution,Mysuru,Mysuru,1.0,AUTO_LINK,weighted_fellegi_sunter|behavioural_lag_boost_lag=0_days_cycles=3,PAN=0.35 GSTIN=0.3 NAME=0.15 ADDR=0.1 PIN=0.05 PH=0.05 BOOST=0.3,0.35,0.3,0.15,0.1,0.05,0.05,0.3
