source_department,source_id,business_key,name,address,pincode,pan,gstin,owner_name,nic_code,industry_sector,city,inspection_dates,event_history,closure_date
electricity,ele_14,BIZ-00014,Sri Mandya Restaurant 14 LLP,"Plot 14, Main Road, Belagavi",560014,ABCDE0014F,29ABCDE0014F1Z6,Conflicting Owner 14,5610,Restaurant,Belagavi,2023-01-21|2023-04-21|2023-07-20|2023-10-11|2024-01-16|2024-04-15,inspection:2023-01-21|inspection:2023-04-21|inspection:2023-07-20|inspection:2023-10-11|inspection:2024-01-16|inspection:2024-04-15|electricity_bill:2025-08-04|electricity_bill:2025-09-06|electricity_bill:2025-10-07|electricity_bill:2025-11-06|electricity_bill:2025-12-03|electricity_bill:2026-01-03|electricity_bill:2026-02-04|electricity_bill:2026-03-06|electricity_bill:2026-04-04|electricity_bill:2026-05-05,
shops,sho_15,BIZ-00015,Sri Bangalore Bakery 15 Pvt Ltd,"No 15, Main Road, Industrial Area, Bengaluru",560015,ABCDE0015F,,Owner 15,1071,Bakery,Bengaluru,2023-02-08|2023-05-09|2023-08-07|2023-11-05|2024-02-03|2024-04-26,inspection:2023-02-08|inspection:2023-05-09|inspection:2023-08-07|inspection:2023-11-05|inspection:2024-02-03|renewal:2024-04-18|inspection:2024-04-26|renewal:2025-04-21|renewal:2026-04-13,
factories,fac_15,BIZ-00015,M/s Bangalore Bakery 15 Pvt Ltd,"Door 15, Industrial Area, Bengaluru",560015,ABCDE0015F,29ABCDE0015F1Z7,Owner 15,1071,Bakery,Bengaluru,2023-02-16|2023-05-08|2023-08-06|2023-11-04|2024-01-26|2024-05-02,inspection:2023-02-16|inspection:2023-05-08|inspection:2023-08-06|inspection:2023-11-04|inspection:2024-01-26|renewal:2024-04-11|inspection:2024-05-02|renewal:2025-04-26|renewal:2026-04-01,
pollution,pol_15,BIZ-00015,M/s Bangalore Bakery 15 LLP,"15 Main Rd, Ind Area, Bengaluru",560015,ABCDE0015F,29ABCDE0015F1Z7,Owner 15,1071,Bakery,Bengaluru,2023-02-06|2023-05-10|2023-08-08|2023-11-06|2024-02-01|2024-05-04,inspection:2023-02-06|inspection:2023-05-10|inspection:2023-08-08|inspection:2023-11-06|inspection:2024-02-01|inspection:2024-05-04,
pollution,pol_15_dup,BIZ-00015,M/s Bangalore Bakery 15 LLP,"Door 15, Industrial Area, Bengaluru",560015,ABCDE0015F,29ABCDE0015F1Z7,Owner 15,1071,Bakery,Bengaluru,2023-02-06|2023-05-10|2023-08-08|2023-11-06|2024-02-01|2024-05-04,inspection:2023-02-06|inspection:2023-05-10|inspection:2023-08-08|inspection:2023-11-06|inspection:2024-02-01|inspection:2024-05-04,
electricity,ele_15,BIZ-00015,Bangalore Bakery 15,"No 15, Main Road, Industrial Area, Bengaluru",560015,ABCDE0015F,,Owner 15,1071,Bakery,Bengaluru,2023-02-10|2023-05-11|2023-08-02|2023-11-07|2024-02-10|2024-05-05,inspection:2023-02-10|inspection:2023-05-11|inspection:2023-08-02|inspection:2023-11-07|inspection:2024-02-10|inspection:2024-05-05|electricity_bill:2025-07-05|electricity_bill:2025-08-03|electricity_bill:2025-09-03|electricity_bill:2025-10-05|electricity_bill:2025-11-05|electricity_bill:2025-12-06|electricity_bill:2026-01-04|electricity_bill:2026-01-31|electricity_bill:2026-03-04|electricity_bill:2026-04-05|electricity_bill:2026-05-05,
shops,sho_16,BIZ-00016,Shri Shree Durga Retail 16 Enterprises,"No 16, Main Road, Industrial Area, Mysuru",560016,ABCDE0016F,29ABCDE0016F1Z8,Owner 16,4711,Retail,Mysuru,2023-01-31|2023-05-01|2023-07-30|2023-10-28|2024-01-23,inspection:2023-01-31|inspection:2023-05-01|inspection:2023-07-30|inspection:2023-10-28|inspection:2024-01-23|renewal:2024-04-11|renewal:2025-04-22|renewal:2026-04-05,
factories,fac_16,BIZ-00016,Sri Shree Durga Retail 16 Pvt Ltd,"No 16, Main Road, Industrial Area, Mysuru",560016,ABCDE0016F,29ABCDE0016F1Z8,Owner 16,4711,Retail,Mysuru,2023-01-30|2023-04-30|2023-07-29|2023-10-27|2024-01-25,inspection:2023-01-30|inspection:2023-04-30|inspection:2023-07-29|inspection:2023-10-27|inspection:2024-01-25|renewal:2025-04-22|renewal:2026-04-14,
pollution,pol_16,BIZ-00016,Shri Shree Durga Retail 16 Pvt Ltd,"No 16, Main Road, Industrial Area, Mysuru",560016,ABCDE0016F,,Owner 16,4711,Retail,Mysuru,2023-02-01|2023-05-07|2023-07-31|2023-10-29|2024-01-27,inspection:2023-02-01|inspection:2023-05-07|inspection:2023-07-31|inspection:2023-10-29|inspection:2024-01-27|filing:2026-05-05,
electricity,ele_16,BIZ-00016,Shree Durga Retail 16 LLP,"No 16, Main Road, Industrial Area, Mysuru",560016,ABCDE0016F,29ABCDE0016F1Z8,Owner 16,4711,Retail,Mysuru,2023-02-02|2023-05-03|2023-08-01|2023-10-30|2024-01-28,inspection:2023-02-02|inspection:2023-05-03|inspection:2023-08-01|inspection:2023-10-30|inspection:2024-01-28|electricity_bill:2025-10-04|electricity_bill:2025-11-01|electricity_bill:2025-12-02|electricity_bill:2026-01-04|electricity_bill:2026-02-03|electricity_bill:2026-03-06|electricity_bill:2026-04-03|electricity_bill:2026-05-03,
electricity,ele_16_dup,BIZ-00016,Shree Durga Retail 16 LLP,"16 Main Rd, Ind Area, Mysuru",560016,ABCDE0016F,29ABCDE0016F1Z8,Owner 16,4711,Retail,Mysuru,2023-02-02|2023-05-03|2023-08-01|2023-10-30|2024-01-28,inspection:2023-02-02|inspection:2023-05-03|inspection:2023-08-01|inspection:2023-10-30|inspection:2024-01-28|electricity_bill:2025-10-04|electricity_bill:2025-11-01|electricity_bill:2025-12-02|electricity_bill:2026-01-04|electricity_bill:2026-02-03|electricity_bill:2026-03-06|electricity_bill:2026-04-03|electricity_bill:2026-05-03,
shops,sho_17,BIZ-00017,Chamundi Fabrication 17 Fabriactions,"No 17, Main Road, Industrial Area, Hubballi",560017,ABCDE0017F,29ABCDE0017F1Z9,Owner 17,2599,Fabrication,Hubballi,2023-01-28|2023-04-28|2023-07-27|2023-10-18|2024-01-20|2024-04-22,inspection:2023-01-28|inspection:2023-04-28|inspection:2023-07-27|inspection:2023-10-18|inspection:2024-01-20|inspection:2024-04-22|renewal:2024-04-25|renewal:2025-04-12|renewal:2026-04-10,
factories,fac_17,BIZ-00017,Sri Chamundi Fabrication 17 Pvt Ltd,"No 17, Main Road, Industrial Area, Hubballi",560017,ABCDE0017F,,Owner 17,2599,Fabrication,Hubballi,2023-01-27|2023-04-27|2023-07-26|2023-10-24|2024-01-15|2024-04-21,inspection:2023-01-27|inspection:2023-04-27|inspection:2023-07-26|inspection:2023-10-24|inspection:2024-01-15|renewal:2024-04-14|inspection:2024-04-21|renewal:2026-04-23,
pollution,pol_17,BIZ-00017,Shri Chamundi Fabrication 17,"No 17, Main Road, Industrial Area, Hubballi",560017,ABCDE0017F,29ABCDE0017F1Z9,Owner 17,2599,Fabrication,Hubballi,2023-01-29|2023-04-29|2023-07-28|2023-10-26|2024-01-24|2024-04-23,inspection:2023-01-29|inspection:2023-04-29|inspection:2023-07-28|inspection:2023-10-26|inspection:2024-01-24|inspection:2024-04-23|filing:2026-05-05,
electricity,ele_17,BIZ-00017,Shri Chamundi Fabrication 17,"No 17, Main Road, Industrial Area, Hubballi",560017,ABCDE0017F,29ABCDE0017F1Z9,Owner 17,2599,Fabrication,Hubballi,2023-01-30|2023-04-30|2023-07-29|2023-10-27|2024-01-25|2024-04-17,inspection:2023-01-30|inspection:2023-04-30|inspection:2023-07-29|inspection:2023-10-27|inspection:2024-01-25|inspection:2024-04-17|electricity_bill:2025-10-02|electricity_bill:2025-11-02|electricity_bill:2025-12-06|electricity_bill:2026-01-04|electricity_bill:2026-02-02|electricity_bill:2026-03-05|electricity_bill:2026-04-03|electricity_bill:2026-04-30,
shops,sho_18,BIZ-00018,M/s Aditya Lodging 18 Lodigngs,"No 18, Main Road, Industrial Area, Mangaluru",560018,ABCDE0018F,29ABCDE0018F1Z1,Owner 18,5510,Lodging,Mangaluru,2023-01-24|2023-04-24|2023-07-23|2023-10-21|2024-01-19,inspection:2023-01-24|inspection:2023-04-24|inspection:2023-07-23|inspection:2023-10-21|inspection:2024-01-19|renewal:2024-04-22|renewal:2025-04-19|renewal:2026-04-20,
factories,fac_18,BIZ-00018,Sri Aditya Lodgin g18 LLP,"Plot 18, Main Road, Mangaluru",560018,ABCDE0018F,,Owner 18,5510,Lodging,Mangaluru,2023-01-28|2023-04-23|2023-07-22|2023-10-20|2024-01-18,inspection:2023-01-28|inspection:2023-04-23|inspection:2023-07-22|inspection:2023-10-20|inspection:2024-01-18|renewal:2024-04-03|renewal:2025-04-03|renewal:2026-04-17,
pollution,pol_18,BIZ-00018,Sri Aditya Lodging 18 LLP,"18 Main Rd, Ind Area, Mangaluru",560018,ABCDE0018F,29ABCDE0018F1Z1,Owner 18,5510,Lodging,Mangaluru,2023-01-25|2023-04-18|2023-07-24|2023-10-22|2024-01-20,inspection:2023-01-25|inspection:2023-04-18|inspection:2023-07-24|inspection:2023-10-22|inspection:2024-01-20|filing:2026-05-05,
electricity,ele_18,BIZ-00018,Sri Aditya Lodging 18 Traders,"No 18, Main Road, Industrial Area, Mangaluru",560018,ABCDE0018F,29ABCDE0018F1Z1,Owner 18,5510,Lodging,Mangaluru,2023-01-26|2023-04-26|2023-07-25|2023-10-23|2024-01-18,inspection:2023-01-26|inspection:2023-04-26|inspection:2023-07-25|inspection:2023-10-23|inspection:2024-01-18|electricity_bill:2026-02-04|electricity_bill:2026-03-04|electricity_bill:2026-03-31|electricity_bill:2026-04-30,
shops,sho_19,BIZ-00019,Sri Lakshmi Restaurant 19 Traders,"No 19, Main Road, Industrial Area, Belagavi",560019,ABCDE0019F,29ABCDE0019F1Z2,Owner 19,5610,Restaurant,Belagavi,2023-01-18|2023-04-15|2023-07-17|2023-10-15|2024-01-13,inspection:2023-01-18|inspection:2023-04-15|inspection:2023-07-17|inspection:2023-10-15|inspection:2024-01-13|renewal:2024-04-10|renewal:2025-04-21|renewal:2026-04-27,
factories,fac_19,BIZ-00019,Sri Lakshmi Restaurant 19 Traders,"Plot 19, Main Road, Belagavi",560019,ABCDE0019F,29ABCDE0019F1Z2,Owner 19,5610,Restaurant,Belagavi,2023-01-17|2023-04-10|2023-07-16|2023-10-14|2024-01-12,inspection:2023-01-17|inspection:2023-04-10|inspection:2023-07-16|inspection:2023-10-14|inspection:2024-01-12|renewal:2025-04-26,
pollution,pol_19,BIZ-00019,M/s Lakshmi Restaurant 19 Pvt Ltd,"No 19, Main Road, Industrial Area, Belagavi",560019,ABCDE0019F,29ABCDE0019F1Z2,Owner 19,5610,Restaurant,Belagavi,2023-01-19|2023-04-12|2023-07-18|2023-10-13|2024-01-14,inspection:2023-01-19|inspection:2023-04-12|inspection:2023-07-18|inspection:2023-10-13|inspection:2024-01-14|filing:2026-05-05,
pollution,pol_19_dup,BIZ-00019,M/s Lakshmi Restaurant 1 9Pvt Ltd,"Plot 19, Main Road, Belagavi",560019,ABCDE0019F,29ABCDE0019F1Z2,Owner 19,5610,Restaurant,Belagavi,2023-01-19|2023-04-12|2023-07-18|2023-10-13|2024-01-14,inspection:2023-01-19|inspection:2023-04-12|inspection:2023-07-18|inspection:2023-10-13|inspection:2024-01-14|filing:2026-05-05,
electricity,ele_19,BIZ-00019,Shri Lakshmi Restaurant 19 Pvt Ltd,"No 19, Main Road, Industrial Area, Belagavi",560019,ABCDE0019F,29ABCDE0019F1Z2,Owner 19,5610,Restaurant,Belagavi,2023-01-20|2023-04-20|2023-07-19|2023-10-17|2024-01-15,inspection:2023-01-20|inspection:2023-04-20|inspection:2023-07-19|inspection:2023-10-17|inspection:2024-01-15|electricity_bill:2025-10-06|electricity_bill:2025-11-02|electricity_bill:2025-12-05|electricity_bill:2026-01-04|electricity_bill:2026-02-01|electricity_bill:2026-03-02|electricity_bill:2026-04-01|electricity_bill:2026-05-02,
shops,sho_20,BIZ-00020,Shri Nandi Bakrey 20 LLP,"20 Main Rd, Ind Area, Bengaluru",560020,ABCDE0020F,29ABCDE0020F1Z3,Owner 20,1071,Bakery,Bengaluru,2023-02-06|2023-05-07|2023-08-05|2023-11-03|2024-02-01,inspection:2023-02-06|inspection:2023-05-07|inspection:2023-08-05|inspection:2023-11-03|inspection:2024-02-01|renewal:2024-04-14|renewal:2026-04-08,
factories,fac_20,BIZ-00020,Sri Nandi aBkery 20 Pvt Ltd,"No 20, Main Road, Industrial Area, Bengaluru",560020,ABCDE0020F,29ABCDE0020F1Z3,Owner 20,1071,Bakery,Bengaluru,2023-02-05|2023-05-06|2023-08-04|2023-11-02|2024-01-31,inspection:2023-02-05|inspection:2023-05-06|inspection:2023-08-04|inspection:2023-11-02|inspection:2024-01-31|renewal:2024-04-16|renewal:2025-04-01|renewal:2026-04-01,
pollution,pol_20,BIZ-00020,Sri Nandi Bakery 20 Pvt Ltd,"Plot 20, Main Road, Bengaluru",560020,ABCDE0020F,29ABCDE0020F1Z3,Owner 20,1071,Bakery,Bengaluru,2023-02-07|2023-05-08|2023-08-06|2023-11-04|2024-02-02,inspection:2023-02-07|inspection:2023-05-08|inspection:2023-08-06|inspection:2023-11-04|inspection:2024-02-02,
electricity,ele_20,BIZ-00020,Sri Nandi Baekry 20 Enterprises,"Plot 20, Main Road, Bengaluru",560020,ABCDE0020F,29ABCDE0020F1Z3,Owner 20,1071,Bakery,Bengaluru,2023-02-08|2023-05-09|2023-08-07|2023-11-05|2024-02-03,inspection:2023-02-08|inspection:2023-05-09|inspection:2023-08-07|inspection:2023-11-05|inspection:2024-02-03|electricity_bill:2025-06-04|electricity_bill:2025-07-09|electricity_bill:2025-08-05|electricity_bill:2025-09-04|electricity_bill:2025-10-07|electricity_bill:2025-11-02|electricity_bill:2025-12-02|electricity_bill:2026-01-01|electricity_bill:2026-01-31|electricity_bill:2026-03-02|electricity_bill:2026-04-05|electricity_bill:2026-05-03,
shops,sho_21,BIZ-00021,Sri Basaveshwara Retai l21 Pvt Ltd,"No 21, Main Road, Industrial Area, Mysuru",560021,ABCDE0021F,29ABCDE0021F1Z4,Owner 21,4711,Retail,Mysuru,2023-01-24|2023-04-24|2023-07-23,inspection:2023-01-24|inspection:2023-04-24|inspection:2023-07-23|renewal:2024-04-23|renewal:2025-04-06|renewal:2026-04-03,
factories,fac_21,BIZ-00021,M/s Basaveshwara Retail 21,"Plot 21, Main Road, Mysuru",560021,ABCDE0021F,29ABCDE0021F1Z4,Owner 21,4711,Retail,Mysuru,2023-01-16|2023-04-23|2023-07-22,inspection:2023-01-16|inspection:2023-04-23|inspection:2023-07-22|renewal:2024-04-25|renewal:2025-04-10|renewal:2026-04-25,
factories,fac_21_dup,BIZ-00021,M/s Basaveshwara Retail 21,"Plot 21, Main Road, Mysuru",560021,ABCDE0021F,29ABCDE0021F1Z4,Owner 21,4711,Retail,Mysuru,2023-01-16|2023-04-23|2023-07-22,inspection:2023-01-16|inspection:2023-04-23|inspection:2023-07-22|renewal:2024-04-25|renewal:2025-04-10|renewal:2026-04-25,
pollution,pol_21,BIZ-00021,Shri Basaveshwara Retail 21 Traders,"No 21, Main Road, Industrial Area, Mysuru",560021,ABCDE0021F,29ABCDE0021F1Z4,Owner 21,4711,Retail,Mysuru,2023-01-25|2023-04-25|2023-07-24,inspection:2023-01-25|inspection:2023-04-25|inspection:2023-07-24|filing:2026-05-05,
electricity,ele_21,BIZ-00021,M/s Basaveshwara Retail 21 LLP,"Plot 21, Main Road, Mysuru",560021,ABCDE0021F,29ABCDE0021F1Z4,Owner 21,4711,Retail,Mysuru,2023-01-26|2023-04-26|2023-07-25,inspection:2023-01-26|inspection:2023-04-26|inspection:2023-07-25|electricity_bill:2025-08-05|electricity_bill:2025-09-03|electricity_bill:2025-10-05|electricity_bill:2025-11-01|electricity_bill:2025-12-06|electricity_bill:2026-01-02|electricity_bill:2026-02-02|electricity_bill:2026-03-03|electricity_bill:2026-03-31|electricity_bill:2026-05-04,
shops,sho_22,BIZ-00022,Royal Fabrication 22 Pvt Ltd,"No 22, Main Road, Industrial Area, Hubballi",560022,ABCDE0022F,,Owner 22,2599,Fabrication,Hubballi,2023-02-13|2023-05-14|2023-08-12,inspection:2023-02-13|inspection:2023-05-14|inspection:2023-08-12|renewal:2024-04-21|renewal:2025-04-13|renewal:2026-04-02,
factories,fac_22,BIZ-00022,Royal Fabrictaion 22 LLP,"No 22, Main Road, Industrial Area, Hubballi",560022,ABCDE0022F,29ABCDE0022F1Z5,Owner 22,2599,Fabrication,Hubballi,2023-02-12|2023-05-18|2023-08-11,inspection:2023-02-12|inspection:2023-05-18|inspection:2023-08-11|renewal:2025-04-16|renewal:2026-04-18,
pollution,pol_22,BIZ-00022,Sri Royal Fabrication 22 Fabrications,"No 22, Main Road, Industrial Area, Hubballi",560022,ABCDE0022F,29ABCDE0022F1Z5,Owner 22,2599,Fabrication,Hubballi,2023-02-14|2023-05-15|2023-08-13,inspection:2023-02-14|inspection:2023-05-15|inspection:2023-08-13|filing:2026-05-05,
electricity,ele_22,BIZ-00022,Sri Royal Fabrication 22 Fabrications,"Door 22, Industrial Area, Hubballi",560022,ABCDE0022F,29ABCDE0022F1Z5,Owner 22,2599,Fabrication,Hubballi,2023-02-15|2023-05-16|2023-08-14,inspection:2023-02-15|inspection:2023-05-16|inspection:2023-08-14|electricity_bill:2025-12-04|electricity_bill:2026-01-04|electricity_bill:2026-01-30|electricity_bill:2026-03-01|electricity_bill:2026-03-31|electricity_bill:2026-04-30,
shops,sho_23,BIZ-00023,M/s Kaveri Lodging 23 LLP,"Plot 23, Main Road, Mangaluru",560023,ABCDE0023F,29ABCDE0023F1Z6,Owner 23,5510,Lodging,Mangaluru,2023-01-17|2023-04-17|2023-07-16|2023-10-14,inspection:2023-01-17|inspection:2023-04-17|inspection:2023-07-16|inspection:2023-10-14|renewal:2024-04-25|renewal:2025-04-19,
factories,fac_23,BIZ-00023,M/s Kaveri Lodging 23 Pvt Ltd,"No 23, Main Road, Industrial Area, Mangaluru",560023,,,Owner 23,5510,Lodging,Mangaluru,2023-01-16|2023-04-16|2023-07-15|2023-10-13,inspection:2023-01-16|inspection:2023-04-16|inspection:2023-07-15|inspection:2023-10-13|renewal:2026-04-23,
pollution,pol_23,BIZ-00023,Sri Kaveri Lodging 23 Pvt Ltd,"No 23, Main Road, Industrial Area, Mangaluru",560023,,29ABCDE0023F1Z6,Owner 23,5510,Lodging,Mangaluru,2023-01-23|2023-04-18|2023-07-17|2023-10-15,inspection:2023-01-23|inspection:2023-04-18|inspection:2023-07-17|inspection:2023-10-15|filing:2026-05-05,
electricity,ele_23,BIZ-00023,Kaveri Lodgnig 23,"No 23, Main Road, Industrial Area, Mangaluru",560023,ABCDE0023F,29ABCDE0023F1Z6,Owner 23,5510,Lodging,Mangaluru,2023-01-19|2023-04-19|2023-07-23|2023-10-16,inspection:2023-01-19|inspection:2023-04-19|inspection:2023-07-23|inspection:2023-10-16|electricity_bill:2025-08-05|electricity_bill:2025-09-05|electricity_bill:2025-10-02|electricity_bill:2025-11-04|electricity_bill:2025-12-02|electricity_bill:2025-12-31|electricity_bill:2026-02-01|electricity_bill:2026-03-06|electricity_bill:2026-03-31|electricity_bill:2026-05-01,
shops,sho_24,BIZ-00024,Sri Royal Restaurant 24 Restaurants,"No 24, Main Road, Industrial Area, Belagavi",560024,ABCDE0024F,29ABCDE0024F1Z7,Owner 24,5610,Restaurant,Belagavi,2023-01-31|2023-05-01|2023-07-30|2023-10-28|2024-01-26,inspection:2023-01-31|inspection:2023-05-01|inspection:2023-07-30|inspection:2023-10-28|inspection:2024-01-26|renewal:2024-04-17|renewal:2025-04-11|renewal:2026-04-04,
factories,fac_24,BIZ-00024,M/s Royal Restaurant 24 Pvt Ltd,"No 24, Main Road, Industrial Area, Belagavi",560024,ABCDE0024F,29ABCDE0024F1Z7,Owner 24,5610,Restaurant,Belagavi,2023-01-30|2023-04-30|2023-07-29|2023-10-27|2024-01-25,inspection:2023-01-30|inspection:2023-04-30|inspection:2023-07-29|inspection:2023-10-27|inspection:2024-01-25|renewal:2025-04-15|renewal:2026-04-10,
pollution,pol_24,BIZ-00024,Royal Restaurant 24,"No 24, Main Road, Industrial Area, Belagavi",560024,ABCDE0024F,29ABCDE0024F1Z7,Owner 24,5610,Restaurant,Belagavi,2023-02-01|2023-05-02|2023-07-31|2023-10-29|2024-01-27,inspection:2023-02-01|inspection:2023-05-02|inspection:2023-07-31|inspection:2023-10-29|inspection:2024-01-27|filing:2026-05-05,
pollution,pol_24_dup,BIZ-00024,RoyalR estaurant 24,"Door 24, Industrial Area, Belagavi",560024,ABCDE0024F,29ABCDE0024F1Z7,Owner 24,5610,Restaurant,Belagavi,2023-02-01|2023-05-02|2023-07-31|2023-10-29|2024-01-27,inspection:2023-02-01|inspection:2023-05-02|inspection:2023-07-31|inspection:2023-10-29|inspection:2024-01-27|filing:2026-05-05,
electricity,ele_24,BIZ-00024,Sri Royal Restaurant 24 LLP,"No 24, Main Road, Industrial Area, Belagavi",560024,ABCDE0024F,29ABCDE0024F1Z7,Owner 24,5610,Restaurant,Belagavi,2023-02-02|2023-05-03|2023-08-01|2023-10-30|2024-01-28,inspection:2023-02-02|inspection:2023-05-03|inspection:2023-08-01|inspection:2023-10-30|inspection:2024-01-28|electricity_bill:2026-01-03|electricity_bill:2026-02-02|electricity_bill:2026-03-03|electricity_bill:2026-04-05|electricity_bill:2026-05-04,
shops,sho_25,BIZ-00025,Shri Basaveshwara Bakery 25 LLP,"No 25, Main Road, Industrial Area, Bengaluru",560025,ABCDE0025F,29ABCDE0025F1Z8,Owner 25,1071,Bakery,Bengaluru,2023-02-09|2023-05-10|2023-08-08|2023-11-06,inspection:2023-02-09|inspection:2023-05-10|inspection:2023-08-08|inspection:2023-11-06|renewal:2024-04-06|renewal:2025-04-20|renewal:2026-04-10,
factories,fac_25,BIZ-00025,Shri Basaveshwara Bakery 25,"No 25, Main Road, Industrial Area, Bengaluru",560025,ABCDE0025F,29ABCDE0025F1Z8,Owner 25,1071,Bakery,Bengaluru,2023-02-08|2023-05-09|2023-08-07|2023-11-05,inspection:2023-02-08|inspection:2023-05-09|inspection:2023-08-07|inspection:2023-11-05|renewal:2024-04-24|renewal:2025-04-21,
pollution,pol_25,BIZ-00025,Shri Basaveshwara Bakery 25 Pvt Ltd,"Door 25, Industrial Area, Bengaluru",560025,ABCDE0025F,,Owner 25,1071,Bakery,Bengaluru,2023-02-07|2023-05-11|2023-08-09|2023-11-07,inspection:2023-02-07|inspection:2023-05-11|inspection:2023-08-09|inspection:2023-11-07,
electricity,ele_25,BIZ-00025,Shri Basaveshwara Bakery 25 Bakerys,"No 25, Main Road, Industrial Area, Bengaluru",560025,ABCDE0025F,29ABCDE0025F1Z8,Owner 25,1071,Bakery,Bengaluru,2023-02-11|2023-05-12|2023-08-10|2023-11-08,inspection:2023-02-11|inspection:2023-05-12|inspection:2023-08-10|inspection:2023-11-08|electricity_bill:2025-07-04|electricity_bill:2025-08-03|electricity_bill:2025-09-05|electricity_bill:2025-10-03|electricity_bill:2025-11-04|electricity_bill:2025-12-02|electricity_bill:2026-01-02|electricity_bill:2026-02-03|electricity_bill:2026-03-04|electricity_bill:2026-04-02|electricity_bill:2026-05-01,
shops,sho_26,BIZ-00026,Shri Royal Retail 26 Traders,"No 26, Main Road, Industrial Area, Mysuru",560026,ABCDE0026F,29ABCDE0026F1Z9,Owner 26,4711,Retail,Mysuru,2023-01-14|2023-04-14|2023-07-18|2023-10-11|2024-01-09|2024-04-08,inspection:2023-01-14|inspection:2023-04-14|inspection:2023-07-18|inspection:2023-10-11|inspection:2024-01-09|inspection:2024-04-08|renewal:2024-04-19|renewal:2025-04-13|renewal:2026-04-13,
factories,fac_26,BIZ-00026,Sri Royal Retail 26 Retails,"Door 26, Industrial Area, Mysuru",560026,ABCDE0026F,29ABCDE0026F1Z9,Owner 26,4711,Retail,Mysuru,2023-01-10|2023-04-13|2023-07-12|2023-10-10|2024-01-08|2024-04-07,inspection:2023-01-10|inspection:2023-04-13|inspection:2023-07-12|inspection:2023-10-10|inspection:2024-01-08|renewal:2024-04-04|inspection:2024-04-07|renewal:2025-04-19|renewal:2026-04-02,
pollution,pol_26,BIZ-00026,M/s Royal Retail 26,"No 26, Main Road, Industrial Area, Mysuru",560026,ABCDE0026F,29ABCDE0026F1Z9,Owner 26,4711,Retail,Mysuru,2023-01-15|2023-04-15|2023-07-14|2023-10-12|2024-01-10|2024-04-09,inspection:2023-01-15|inspection:2023-04-15|inspection:2023-07-14|inspection:2023-10-12|inspection:2024-01-10|inspection:2024-04-09|filing:2026-05-05,
electricity,ele_26,BIZ-00026,M/s Royal Retail 26 LLP,"No 26, Main Road, Industrial Area, Mysuru",560026,,29ABCDE0026F1Z9,Owner 26,4711,Retail,Mysuru,2023-01-16|2023-04-16|2023-07-15|2023-10-13|2024-01-11|2024-04-10,inspection:2023-01-16|inspection:2023-04-16|inspection:2023-07-15|inspection:2023-10-13|inspection:2024-01-11|inspection:2024-04-10|electricity_bill:2025-08-06|electricity_bill:2025-09-07|electricity_bill:2025-10-07|electricity_bill:2025-11-04|electricity_bill:2025-12-01|electricity_bill:2026-01-04|electricity_bill:2026-02-01|electricity_bill:2026-03-03|electricity_bill:2026-04-05|electricity_bill:2026-05-04,
shops,sho_27,BIZ-00027,Kaveri Fabricatoin 27 Traders,"No 27, Main Road, Industrial Area, Hubballi",560027,ABCDE0027F,,Owner 27,2599,Fabrication,Hubballi,2023-01-20|2023-04-20|2023-07-16|2023-10-26|2024-01-15,inspection:2023-01-20|inspection:2023-04-20|inspection:2023-07-16|inspection:2023-10-26|inspection:2024-01-15|renewal:2024-04-10|renewal:2025-04-25,
factories,fac_27,BIZ-00027,Kaveri Fabrication 27 Pvt Ltd,"No 27, Main Road, Industrial Area, Hubballi",560027,ABCDE0027F,,Owner 27,2599,Fabrication,Hubballi,2023-01-19|2023-04-19|2023-07-18|2023-10-16|2024-01-14,inspection:2023-01-19|inspection:2023-04-19|inspection:2023-07-18|inspection:2023-10-16|inspection:2024-01-14|renewal:2024-04-15|renewal:2025-04-11|renewal:2026-04-24,
pollution,pol_27,BIZ-00027,M/s Kaveri Fabrication 27 Enterprises,"No 27, Main Road, Industrial Area, Hubballi",560027,ABCDE0027F,29ABCDE0027F1Z1,Owner 27,2599,Fabrication,Hubballi,2023-01-21|2023-04-21|2023-07-20|2023-10-18|2024-01-16,inspection:2023-01-21|inspection:2023-04-21|inspection:2023-07-20|inspection:2023-10-18|inspection:2024-01-16|filing:2026-05-05,
electricity,ele_27,BIZ-00027,Sri Kaveri Fabrication 27 Enterprises,"No 27, Main Road, Industrial Area, Hubballi",560027,ABCDE0027F,29ABCDE0027F1Z1,Owner 27,2599,Fabrication,Hubballi,2023-01-27|2023-04-22|2023-07-21|2023-10-19|2024-01-17,inspection:2023-01-27|inspection:2023-04-22|inspection:2023-07-21|inspection:2023-10-19|inspection:2024-01-17|electricity_bill:2025-11-02|electricity_bill:2025-12-03|electricity_bill:2026-01-01|electricity_bill:2026-02-04|electricity_bill:2026-03-02|electricity_bill:2026-03-31|electricity_bill:2026-05-04,
shops,sho_28,BIZ-00028,Sri Cauvery Lodging 28 LLP,"No 28, Main Road, Industrial Area, Mangaluru",560028,ABCDE0028F,29ABCDE0028F1Z2,Owner 28,5510,Lodging,Mangaluru,2023-01-02|2023-04-05|2023-07-04,inspection:2023-01-02|inspection:2023-04-05|inspection:2023-07-04|renewal:2024-04-15|renewal:2025-04-15,
